,호텔이름,평점,후기
971,전주한옥숙박체험관,10.0,"清潔, 地點放便, 美觀, 阿豬媽很好人"
972,전주한옥숙박체험관,10.0,一切都很棒！老闆娘很親切！
973,전주한옥숙박체험관,10.0,
974,전주한옥숙박체험관,10.0,
975,전주한옥숙박체험관,4.0,
976,전주한옥숙박체험관,10.0,
977,전주한옥숙박체험관,10.0,
978,전주한옥숙박체험관,8.0,
979,전주한옥숙박체험관,6.0,
980,위너 호텔,8.0,"전체적으로 가격 대비 괜찮은 숙소 입니다. 다만, 금연실을 요청했지만 방에 들어가자마자 담배 냄새가 조금 나서 환기 했습니다. 이 부분이 조금 아쉽지만 잠을 자고 씻기에 나쁘지 않은 숙소 입니다."
981,위너 호텔,10.0,일단은 좋습니다 시설도 좋고 직원분들도 착하고 그럭저럭 괜찮은것같습니다 하지만 예약하지 않고 가면은 10만원 받네요;;; 그거 뺴곤 괜찮은것같습니다
982,위너 호텔,8.0,"체크인할때 계시던분이 나이가 좀 많이 드셨던 분이라. 의사소통이 조금 더뎠구요, 입실했을때 카드키가 안먹어서 뭐가 잘못됐나 계속 전화연결시도하고 카드키 조작하는데, 카운터에서 뭘 작동을 안시켜줬다고.... 하..하.. 전체적으로 깨끗했는데 바닥에 타인의 머리카락이 조..금있어서 청소를 보이는곳만? 매트리스도 살짝 딱딱한? 그래도 가격이나 전체적인 시설. 넓이 바로 1층에 편의점이있고, 매직기도잇구.. 가성비 추천요!"
983,위너 호텔,4.0,사장이란인간 뭔사람에 관심이그리많을까요 와잎이랑 주차장서 조금 다퉛는데 그거다보고 들어갈려는데 부담스럽게 옆에와서 질문던지고...모른척하는게 예의아닌가 ...호텔이라해서 예약하고 갔는데 걍 그저그런모텔 속지말고 가세요..직원보단사장내외가 하는데 불친절 사생활보장도 안해줌
984,위너 호텔,10.0,좋아요 추천
985,위너 호텔,10.0,깨끗하고 쾌적합니다 특히 팝콘이 맛있었고 제공되는 음료도 많아 풍부하게 마셨습니다 객실이 청결하여 여행이 즐거웠습닏ㄱㆍ
986,위너 호텔,8.0,깨끗해요
987,위너 호텔,10.0,시설깔끔하고 화장실욕조있고 세면용품도 좋았습니다. 커플끼리 가기엔 괜찮은데 주변이 모텔밀집지역이라 가족끼리가기엔 생각해봐야할거같아요. 다음에 전주가면 또 가고싶어요. 객실상태 깔끔하고 좋습니다.
988,위너 호텔,6.0,여관촌 유흥가에 있는 모텔입니다.
989,위너 호텔,10.0,여러가지로 흡족한 숙박이었읍니다 위생과 청결도 매우 만족스러웠구요 다시묵기를 희망합니다. 감사합니다.
990,위너 호텔,8.0,위치도 좋구 시설도 나쁘지않습니다. 수압이 조금 높은층 이라 그런지 수압이 조금 약했네요 나머지는 만족합니다.
991,위너 호텔,8.0,금액에 비해 다소 아쉬움이 있었지만 사장님의 친절도는 좋았습니다~
992,위너 호텔,6.0,어른2에 13살 아들 한가족인데 더블베드에 이불한채 나오더군요. 추가 싱글베드 서비스 있었으면 했어요. 주변은 모텔촌이라 그냥 저녁늦게 체크인해서 잠만자고 나오는게 좋을듯요. 나머진 나쁘지 않았어요. 참 아침 식빵이랑 물이랑 팝콘에 대한건 설명좀 해주시면 좋을듯요. .
993,위너 호텔,8.0,한옥마을 펜션이나 게스트하우스가 평이 안좋아서 여기로 숙박을 잡았는데 모텔과 호텔 사이에 있는 듯 (거의 모텔) 실내는 깔끔하고 화장대도 거울보기 편해서 좋았는데 번화가 가운데 있어서 그런지 창문을 열면 시끌벅적 해서 문은 꼭 닫아야겠더라구요 주차장 시설 공간 넓고 나쁘지 않음 컴퓨터는 본체랑 모니터 일체형 컴퓨터로 외관상 이쁜데 컴퓨터를 켜고 나서 TV를 켜니까 모니터가 자꾸 깜박깜박 거려서 불편. 고치셔야 할듯 빗 도 이빨이 중간에 나가있고 일회용 칫솔은 너무 뻑뻑 ^^;; 개인용 칫솔을 챙기는것이... 그 외 다른 부분들은 안락하고 좋음 저렴한 가격으로 푹 쉬다 왔어요
994,위너 호텔,10.0,"decent for the price paid. comfortable. family runned, the aunty is very very nice and have good recommendations for food."
995,위너 호텔,10.0,clean
996,위너 호텔,10.0,
997,위너 호텔,10.0,
998,위너 호텔,8.0,
999,위너 호텔,8.0,
1000,위너 호텔,6.0,
1001,위너 호텔,10.0,
1002,위너 호텔,10.0,
1003,위너 호텔,6.0,
1004,행복가득 게스트하우스,8.0,"한옥 체험 부분에서는 어린 시절 시골집의 기억이 나서 좋았고, 숙박 부분에서는 일부 수리가 필요할 것 같네요. 세면대 배수라인에 문제가 있었습니다. 전반적으로 청결하긴 했으나 침구는 통풍건조가 필요한 것 같구요"
1005,행복가득 게스트하우스,10.0,전주여행하러 1박 묵었는데 주인 아주머님이 정말 친절하게 한옥마을 소개를 해주셔서 너무나 감사했습니다 방도 그렇고 화장실도그렇고 혼자 묵기에 최적의 환경이였습니다 덕분에 전주에 좋은기억 안고 여행 잘 마무리 했습니다 감사합니다!!
1006,행복가득 게스트하우스,10.0,혼자가서 1인실 1박했는데 또 가고싶을 정도로 너무 예쁘고 친절하시고 좋아용 내부도 예쁘고 화장실도 깨끗하고 이부자리며 관리를 평소에 잘 하시나봐요 너무 만족합니다 위치도 좋음
1007,행복가득 게스트하우스,10.0,주인 아주머님이 정말 친절하셔요 ^^ 그리고 인근 상가에 있는 맘씨 좋은 아저씨 덕에 1박2일 동안 주차를 공짜로 했네요~~~
1008,행복가득 게스트하우스,10.0,"일단... 저희는 신혼부부가 갔습니다. 방은 정말 깨끗하고 아담했어요. 화장실도 안에 딸려있었고. 너무너무너무너무 이뻤습니다 집자체가.... 화장실 리모델링해논곳은 비데까지 딸려잇어서 정말 깨끗했구요. 저희 와이프가 깐깐한 성격인데도 불구하고 어머 여기 이정도면 괜찮다라고 말한거보면 정말 괜찮았다고 보심 될것같아요. 도착하자마자 여기저기 어디를 보면 될지 맛집은 어딘지, 어디는 몇시에 닫는지 다 설명해주시고 좋았습니다. 하지만 한가지 단점은 한옥집이다보니 아무래도 방이 많이 작았어요. 방이 작다보니 처음 외박여행을 하는 커플은 조금 부담될수도 있습니다. 아무래도 방구랄지 응가랄지 소리가 그냥 공개되신다고 보시면 되거든요. 저같은 뿡뿡이는 와이프에게 밤새 혼났습니다. 환기도 조금 안되는 편이긴 한데 크게 의미가 있은 것 같진 않았구요. 방음도 안되긴 했는데 그래도 이정도면 아주 훌륭했다고 말씀드릴 수 있겠네요. 다음번에도 다시 재 방문 할 용의 백프로 잇습니다."
1009,행복가득 게스트하우스,10.0,"I stayed at the Happiness Full Hanok GuestHouse over a weekend trip with one other friend. It was charming, comfy, and perfect for my needs. It is located maybe 5 minute walking distance from the cathedral, and easy to get around. The host was very friendly - she offered to watch our bags prior to check-in, and even after our check-out while we explored some more before leaving Jeonju."
1010,행복가득 게스트하우스,10.0,한옥마을 안에 위치하고 있어 매우편하고 아담하게 관리도 잘 되있음. 주인 아주머님께서 주위 가볼만한 곳도 직접 소개시켜주시고 친절하심. 다음에 또 가게되면 들릴례정
1011,행복가득 게스트하우스,10.0,"주변 볼거리와 맛집을 친절하게 안내해주셔서 즐거운 전주여행 마치고 왔습니다 전주 한옥마을에 위치하여 경기전, 오목교등 관광하기 좋습니다"
1012,행복가득 게스트하우스,6.0,Good experience to stay in hanok house
1013,행복가득 게스트하우스,8.0,8月26日に1泊しました。 南川橋、春煙楼のすぐ近くでした。入口でここかなと確認していると、オーナーさんがすぐに出てきて歓迎してくれました。 日本語が堪能で、観光ガイドも適切で、ありがたかったです。 シングルのお部屋は冷蔵庫がありませんが、共有スペースにあるので問題ないです。お部屋はシンプルでしたが、清潔感がありお掃除も行き届いていると感じました。また利用します。
1014,행복가득 게스트하우스,10.0,部屋は、清潔感があり快適に過ごせました、 また、オナー様が日本語が話せ、観光アドバイスを的確に伝えていただきました、 おかげで全州の韓屋村の歴史文化などを少し深く見ることが出来ました、 日本の皆様にお勧めです。
1015,행복가득 게스트하우스,8.0,位置很好，服務很親切，只是房間太小了
1016,행복가득 게스트하우스,10.0,"友人と3人で4人部屋を1泊利用しました。 チェックイン前に親切なメール(場所がわかりずらいので、タクシーで来る際に運転手さんに見せる用にハングルでも書かれた道案内付きだった)を頂いた所から印象が良かったです。 鉄道駅から宿までタクシーで向かい(74,000w)宿近くの交差点に着くと、寒い中、宿のお母さんが待っていてくれました！ 古い建物ですが、部屋、バスルーム(ウォシュレット付き)、タオル、布団、はとても清潔です。 布団は韓国式に薄いですが、オンドルもあたたかく室内は快適でした。 ウォーターサーバーとティーバッグもあります。 お母さんは日本語が上手でかわいらしい方で、思わず一緒に写真も撮ってもらいました。 お陰さまで初めて行った全州の滞在が楽しいものとなりました！"
1017,행복가득 게스트하우스,8.0,"傳統房間比較小，冇法打開29""喼，的士司機不懂路，打電話給民宿老闆，有員工出來帶路。有獨立洗手間，非乾濕分離，有少許渠味。晚上八點多回到民宿，老闆娘親自舖床墊，隔日又幫忙叫的士去高速巴士站，十分親切。"
1018,행복가득 게스트하우스,8.0,"It is difficult to find the guesthouse, because its entrance is located in a lane & no indication how to get to the guesthouse. Also the guesthouse name is only shown in Korean, no English / Chinese name shown in the entrance."
1019,행복가득 게스트하우스,10.0,
1020,행복가득 게스트하우스,10.0,
1021,행복가득 게스트하우스,10.0,
1022,행복가득 게스트하우스,8.0,
1023,한옥호텔 노리잠,6.0,
1024,한옥호텔 노리잠,10.0,위치고 룸컨디션 다 좋았습니다. 하지만 4층배정받았는데 엘리베이터가 없는게 좀 아쉽더라구요. 어쨋든 그거빼고 만족!!
1025,한옥호텔 노리잠,8.0,
1026,한옥호텔 노리잠,6.0,
1027,전주라임호텔,10.0,"청결합니다. 욕조가 있고 사이즈가 큰편입니다. 수압이 좋습니다. 침대, 이블 등 쳥결함이 느껴집니다. 분위기 아늑하고, 잡냄새 없습니다. 조식에 정성이 있습니다.(샌드위치) 가성비 있습니다."
1028,전주라임호텔,6.0,시설이나 서비스는 좋은데 호텔 위치가 좀 별로입니다. 러브호텔이 모여있는 곳에 있어서 위치 분위기 좋지 않습니다.
1029,전주라임호텔,10.0,매우 좋고 깨끗했습니다 조식도 맛있었습니다
1030,전주라임호텔,8.0,양호했습니다
1031,전주라임호텔,8.0,좋습니다. 토스트도 나오고
1032,전주라임호텔,10.0,도착했을때 웃으면서 반겨주시구 조식도 아침에 시간 맞쳐 가져다주시구 편하게 잘지내다 왔네요~~ 청소상태도 깨끗해서 만족스러웠어요~~
1033,전주라임호텔,10.0,가족 끼리 너무 편하게 잘있다왔어요 친절하고 깨끗하고 음료수도많았어요
1034,전주라임호텔,8.0,처음엔 모텔분위기가 나서 실망했어요~ 딱 모텔같은 느낌 하지만 친절하시고 아침에 주신 토스트잘먹었구요 체크아웃이 여유로워요~ 가성비로 좋네요~ 잘 쉬다갑니다
1035,전주라임호텔,10.0,별반 큰 기대없이 예약한 호텔임에도 만족했습니다. 침구도 깨끗하고 욕실 시설도 상당히 좋았습니다.
1036,전주라임호텔,10.0,가족여행을 자주 가는데 비용 절감상 3성급 숙박을 하곤 하는데 다 비슷비슷 했으나 여기는 그 중 제일 후기를 남기고 싶을만큼 좋아요 청결한 느낌의 베드며 화장실 그리고 스타일러 등등 게다가 여성을 고려한 세안용품 등등 서비스 최고 객실로 버달까지 해준 아침식사 하며 너무나 열심히 일하시는 모습에 강추합니다
1037,전주라임호텔,10.0,"가족여행1박 이용, 시설, 서비스 등 매우 만족, 유럽식 조식도 매우 만족, 과일이 없어 과일을 준비하면 완벽한 아침식사가 돨수 있음"
1038,전주라임호텔,10.0,"월풀욕조도 너무 마음에 들었고, 창문으로 보이는 단풍잎도 예뻤어요. 주위에 음식점도 많아서 이용하기 편리했어요."
1039,전주라임호텔,8.0,사이즈도 크고 냉장고에 음료수도 많고. 위생용품도 많아서 좋았는데 객실내에 담배 냄새가 조금 많이 났어요
1040,전주라임호텔,8.0,시설은 깨끗하고 사장님도 친절해서 좋았습니다. 다만 아침식사는 기대한것 보다는 조금 실망스럽다는 생각이 듭니다.
1041,전주라임호텔,10.0,청결하고 특히 침구류가 깨끗하고 직원도 친절하며 조식 인 샌드위치룸써비스도 아주만족하고 맛도 좋았음
1042,전주라임호텔,10.0,깨끗하고 침대와 침구도 만족. 맛있는 팝콘. 아침에는 토스트와 커피를 방까지 가져다주시고. 숙박시설 밀집지역에 있어 한옥마을까진 좀 나가야하지만 호텔로만 봤을땐 정말 좋았습니다. 전주갈때 또 갈게요
1043,전주라임호텔,10.0,호텔보다는 약간 모텔같은느낌~~~그래도 깨끗하고 편하게 쉬고왔어요.
1044,전주라임호텔,10.0,침구가 깨끗해서 넘 좋았습니다
1045,전주라임호텔,10.0,엄청 새 건물에 깨끗 깔끔 아주 맘에 들었습니다. 구조는 모텔같았지만(옷장이나 금고가 없는 등) 청결함이나 방 분위기는 호텔같습니다. 모텔촌 한가운데 있어서 이상한 분위기일까봐 걱정했는데 주변이 그냥 일반 주택가같고 매우 괜츈합니다.
1046,전주라임호텔,8.0,숙소도 굉장히 깨끗하고 필요한 생필품이 많아서 좋았습니당
1047,전주라임호텔,10.0,"다음번엔 더 큰방으로 예약하려구요.아이랑 셋이 침대하나에서 자는건 무리였네요. 퀸사이즈침대같아요. 아이보시고선 이불 더 필요하면 말하라고 말씀해주시고 친절하셨어요. 주차도 편하구요. 청결하고, 팝콘도너무 맛있었어요. 조식을 자느라 못먹은게 아쉽네요."
1048,전주라임호텔,8.0,숙박시설은 깨끗하고 조용하며 직원분들도 친절하십니다. 주변이 가족여행으로는 조금은 적합하지 않았습니다.
1049,전주라임호텔,10.0,"오랜만에 전주 출장이라, 호텔스닷컴을 열심히 검색하여 1일 1객실 예약이란 정보와 후기들을 보고 전주 라임호텔을 선택하였습니다. 18일, 19일 2박을 편하게 잘지내고, 퇴실하여 일을 보고 있던 중 목이 허전하여 만져보니 그때서야 목걸이가 없어진걸 알았습니다. 혹시나하여 호텔에 전화했더니 안그래도 베게밑에서 목걸이를 발견해서 연락처를 찾고 있었다는 얘기를 듣고 무척 감동이었습니다.(호텔스닷컴에서 예약하여 연락처가 없었을텐데) 만약 대실하는 곳에서 숙박하였다면 찾을수 있었을까 생각하니 생각만해도 끔직하네요. 집사람과 연애할때 선물받은거라 저에게는 매우 소중한 목걸이입니다. 친절하신 주인부부님~ 정말 감사드리고 담에 또 뵐께요^^"
1050,전주라임호텔,10.0,전반적으로 깨끗하고 사장님이 친절하세요 한옥마을까지 셔틀버스도 운행해서 택시비도 아꼈어요 굳~!
1051,전주라임호텔,8.0,전반적으로 만족합니다. 깔끔하고 주차장이 넓은게 제일 마음에 드네요 스파 욕조도 괜찮았습니다 여자친구도 좋아합니다
1052,전주라임호텔,8.0,"아이동반하여 가족끼리 숙박했는데 괜찮았습니다. 저희말고도 아이동반한 집들이 몇 있었고요. 유흥가이긴 하지만 술집이나 식당과 떨어진 모텔촌이라 조용한 편입니다. 전주시내 남부시장에서 택시로 5000원 거리라 멀지도 않고요. 조식으로 토스트와 커피, 또는 오렌지쥬스 준비해주시는데 아침식사론 간단하고 충분해서 좋았습니다. 그리고 호텔 잘못은 아니지만 위층에서 애가 뛰는지 너무 뛰어서 그것만 빼고는 만족했습니다."
1053,전주라임호텔,10.0,가성비 훌륭한 호텔이였어요
1054,전주라임호텔,10.0,"주변 모텔촌, 술집이라 시끄러울 것 같았으나 크게 시끄럽지 않았음 복도 방음이 조금 아쉬웠음"
1055,전주라임호텔,10.0,good!!
1056,전주라임호텔,6.0,호텔촌에 위치하고 있어서 그다지 품격있는 호텔은 아닌 것 같습니다. 그냥 깨끗하네요. 조식은 이삭토스트와 쥬스를 제공하는 정도이니 크게 기대하지 마세요.
1057,전주라임호텔,8.0,Location : Not so great Service/Hospitality : Good Breakfast sandwich : Nice Overall : Good
1058,전주라임호텔,10.0,"제가 좀 병적으로 깨끗함에 민감한데요, 아주 깨끗했어요. 강추입니다."
1059,전주라임호텔,10.0,"후기 그대로입니다. 후기보고 갔는데 만족합니다. 후기에 호텔주변 유흥가라해서 시끄럽고 네오사인 등 걱정꺼리가 있었습니다만, 상업지구였고, 호텔인근은 호텔들뿐이라 시끄럽지도 않고 괜춘했습니다. 관리상태 좋고, 담배찌든 냄새도 없고 좋았습니다. 전주가는 분들께 추천도 할껀데 계속 잘 관리되고 편안하고 청결상태가 좋기 바랍니다. 조식은 이삭토스트라고 보시면 됩니다."
1060,전주라임호텔,10.0,도착한 곳이 숙박시설들이 밀접한 곳이라 음... 하지만 직원분들 너무 친절하시고 시설도 깨끗하고 넓은 주차장 완전 좋아요 아이들 둘과 같이 한 여행인데 조식 샌드위치는 대박 그자체 입니다. 한옥마을과 약간 거리가 있지만 거긴 너무 주차하기 힘든 관계로 택시타고 다녀도 나쁘지 않을 듯 여튼 다시 전주 가면 라임입니당!!!
1061,전주라임호텔,8.0,호텔은 아님 이름만 호텔이지 모텔임 하지만 방도 좋고 조식도 맛있었고 편히 지내다 왔음
1062,전주라임호텔,10.0,한옥마을도 가깝고 깨끗하고 편안했어요 다음에 또 이용하고 싶어요
1063,전주라임호텔,10.0,매우 만족스러운 시간을 보냈습니다. 깔끔하고 세련된 시설이란 느낌을 받았네요. 특히 욕실부분은 최상이었어요. 비품이며 침구류도 매우 만족스러웠답니다. 아침 조식서비스까지 ~
1064,전주라임호텔,6.0,보통입니다.
1065,전주라임호텔,10.0,유흥업소 밀집지역이라는 거 외에는 모두 만족스러웠어요 ^^ 조식사진도 올닙니다. 이삭토스트 같은 토스트입니다. 커피와 쥬스 중에 선택가능하구요~
1066,전주라임호텔,10.0,다음에 다시 찿고 싶은 곳입니다
1067,전주라임호텔,6.0,양해를 구하긴했지만 4인에게 침대1개방지급 4인이쓰긴엔 불편했어요. 다음엔 방을 미리 나두었으면합니다
1068,전주라임호텔,10.0,일단 주변 시설에 비해 외부에서 보는거랑 방에 들어가보니 너무 깔끔하고 깨끗했습니다 평소 출장을 많이 다니다 보니 청결이 1순위 그리고 물이 4개나 줌 음료수도 3개나줌!! 기타 팝콘 커피도 무료!! 굿 가성비 갑!! 다음에 전주 출장을 가면 또 갈 맘이 있습니다
1069,전주라임호텔,10.0,"실내가 밝아서 매우 좋았으며, 주변에 바로 식당이 접해있어 편했습니다. 감사합니다. 다음에 전주에 가더라고 숙박하고 싶은 곳입니다."
1070,전주라임호텔,10.0,숙박시설은 매우 만족합니다. 청결도와 서비스는 여느 호텔 못지 않게 우수합니다.
1071,전주라임호텔,10.0,깨끗하고 친절한 서비스에 기분좋게 묵었습니다.
1072,전주라임호텔,10.0,너무좋았어요 ㅎㅎ 시설도 고급스럽고 깨끗하고 사장님도 친절하셔요 특히 객실로 직접가져다주시는 토스트와 커피 너무 환상입니다!
1073,전주라임호텔,10.0,생각보다 괜찮았습니다 주인도 친절하고 서비스도 좋았습니다 가성비가 좋습니다
1074,전주라임호텔,8.0,깨끗하고 모든 것이 잘 준비되어 있었으며 친절하고 경제적으로 저렴한 좋은 곳이었다
1075,전주라임호텔,10.0,Good
1076,전주라임호텔,2.0,솔직히 가격에 비해 호텔이 아닌 모텔이라고 생각이 들었고 트윈으로 방을 바꿔주셨지만 그냥 병동처럼 바닥에 서랍으로 된 형식의 침대여서 전혀 편하지 않았습니다. 조식은 그냥 샌드위치에 음료지만 사진과 전혀 다르고 어마어마한 가격에 놀랐습니다. 방 수준에 비해 가격이 심하게 오바스럽습니다.
1077,한옥호텔 동락원,8.0,한옥이라 불편할거라 생각하고 하루 그냥 잠만 자고 온다고 예약했는데 생각보다 룸 컨디션이 괜찮았음
1078,한옥호텔 동락원,10.0,주위 한옥 마을에서 가깝고 돌아 다니기도 좋았습니다 잘 있다가 왔습니다 조식이 없어 조금 아쉬웠습니다
1079,한옥호텔 동락원,10.0,객실 및 화장실이 깨끗하게 관릳히어있어 편하게 썼고 사장님이 너무 친절하게 안내해주셔서 좋았어요.
1080,한옥호텔 동락원,10.0,"밤부터 비가 내려 추울 수 있었으나, 사장님께서 보일러를 틀어주어 편안하게 잘 수 있었습니다."
1081,한옥호텔 동락원,8.0,피곤한일정 후에 사우나시설을 이용하여 피곤함이 풀렸습니다. 너무 좋았습니다. 주차장 시설또한 거리감이있긴하지만 아주 좋았습니다
1082,한옥호텔 동락원,6.0,한옥마을 안에 위치하여 도보로 다니기는 편했지만 방과 화장실이 너무 좁았어요.
1083,한옥호텔 동락원,10.0,호텔스닷컴을 통하여 저와 다른사람이 거의 동시에 예약을 하였다고 합니다. 동락원측은 하나의 예약으로 알고 이중부킹에 대해 인지하지 못하고 있다가 제가 후에 도착하자 한옥마을 체험관으로 숙소를 급히 변경하여 주셨습니다. 다음날 구경가니 마당도 넓직하고 전통한옥으로 좋아 보입니다. 호텔스닷컴에서 사실을 확인하고 소정의 크레딧을 증정하여 주었습니다.
1084,한옥호텔 동락원,4.0,"숙소 주변에 먹을 거리가 많아서 좋았지만, 주차장이 대략 400-500m정도 먼 거리에 있어서 캐리어를 끌고 가기에는 다소 힘든 거리에 있었습니다. 그리고 예약당시 '숙박 가능 인원: 최대 4명 (최대 어린이 3명 포함)'으로 되어 있어서 객실이 온돌인 한옥 특성상 당연히 4명까지 가능할 것으로 판단되어 예약했지만, 어른 2명 기준만 해당하고 어린이 2명 초과에 대한 별도 비용을 지불해야했습니다. 이는 호텔스닷컴 홈페이지 어떤 부분에도 인원이 초과할 경우 1인당 10000원의 비용이 발생한다는 문구가 없어서 개선되어야할 것으로 생각됩니다. 또한 객실이 최대 4명까지 가능하지만 요3개반 정도 깔 수 있는 크기로 안내 사진보다는 좁았습니다. 욕실 또한 한옥 특성상 좁을 거라고 예상했지만 정면으로 세수하기에는 좁은 공간으로 몸을 비틀어서 옆으로 세수해야하는 상황이었고, 샤워는 할 수 있지만 물이 튀겨서 방안으로 들어갈 수 있을 것 같아서 시도하지 않았습니다."
1085,한옥호텔 동락원,10.0,방도 깨끗하고 주인분께서도 많이 친절하셨어요 그리고 조용했구요 단점 이라면...한옥 문이라 완전 밀폐는 안되구 구석탱이에 먼지가 보인정도... - - ;;
1086,한옥호텔 동락원,10.0,"동락원은 한옥마을에서 이름만대도 모르는 사람이 없는 중심거리에 위치하며, 거리가 몇백미터 떨어져 있지만 자체 주차장도 있으며 특히 사장님의 친절함과 객실의 편안함과 전통미 물씬 풍기는 옛 양반가의 아름다운 집과 뜰... 다음에도 반드시 이곳을 찾고 싶네요~ 한옥 불편하다고 생각했는데 최신 에어컨과 라텍스 잠자리, 비데까지 달린 화장실등 호텔로 평가한다면 4~5성은 확실!!! 강추강추!!!"
1087,한옥호텔 동락원,8.0,Room is small but others can not complain!
1088,한옥호텔 동락원,10.0,"This is not my first visit to Jeonju. As usually, I choose the hanok again. Because of its traditional Korean garden and Dong Nak Won was in my pocket list since my last visit to Jeonju Hanok Village in 2013. However, it surprised me from what I remember when I arrived the hanok. The place has a totally make over. Not only its garden and also the hanok buildings look beautiful and tidy (both on its environment and the room interior). Mr. Choi, the manager, welcomed us upon our earlier arrival and helped us settle in immediately despite we arrived much earlier than the official check in time. He also gave us alot of travel tips around the hanok village and introduced us around the facility in the Dong Nak Won warmly. This was the best hanok stay I had every have. Thank you, Manager Choi, and I will definitely visit Dong Nak Won again."
1089,한옥호텔 동락원,10.0,"전주한옥마을에서의 숙박, 동락원은 최고의 선택이었습니다! 예전 시골 할머니집을 떠올리게하는 아늑한 방(뜨끈뜨끈 온돌방), 닭의 꼬끼오 소리에 눈뜬 다음날 아침, 연못, 장독대, 곳곳의 아기자기한 예쁜 장식들, 친절한 주인아저씨... 다시 전주에 간다면 저는 망설임없이 동락원에서 지낼 예정입니다. ^^"
1090,한옥호텔 동락원,10.0,
1091,한옥호텔 동락원,8.0,
1092,한옥호텔 동락원,10.0,
1093,한옥호텔 동락원,10.0,
1094,한옥호텔 동락원,8.0,
1095,한옥호텔 동락원,8.0,
1096,한옥호텔 동락원,8.0,
1097,한옥호텔 동락원,8.0,
1098,한옥호텔 동락원,10.0,
1099,한옥호텔 동락원,8.0,
1100,소리풍경,4.0,방크키는 나름 안락하고 조식도 맛있고 친절도도 괜찮았지만 침구류를 매일 빠는지 또는 교체하는지 알수없었음(쉽게 커버를 벗기거나 교체할수 없는 구조여서..) 코로나때문에 예민할수있는 상황이었는데 침구의 얼룩은...부모님이 많이 싫어하셨음..
1101,소리풍경,10.0,한옥마을에서 숙박인데 생각보다 깡끔하고 좋아요. 특히 조식 서비수에 감동
1102,소리풍경,10.0,통짜 방 덕분에 친구 4인으로 가기 좋았음. 위치 좋음.
1103,소리풍경,8.0,"공영주차장과 도보로 약 5분 거리이며, 태조로 바로 옆이라 좋았습니다. 5인 가족(성인 3명, 초등 2명)이 사용하였는데 크게 불편함은 없었습니다. 취사는 불가하며, 아침에 주신 죽과 토스트는 너무 맛있게 잘 먹었습니다. 감사합니다.^^"
1104,소리풍경,6.0,방이 사진에서 보는 것보다 실제로 작습니다 위치는 양호한 편이네요
1105,소리풍경,8.0,"한옥마을과 가까워서 좋았어요. 공영주차장과도 가까워서 주차하고 걸어서 5분 정도 거리구요. 방은 작은 편이었지만 둘이 잘거라 크게 불편한건 없었구요. 다만 침구가 너무 얇아서 잘때 많이 불편하더라구요. 요즘 사람들 침대생활에 익숙한데, 딱딱한 바닥에서 자는거 적지 않은 분들이 불편하다고 느끼실 것 같아요. 외국인 관광객들은 아마도 어깨에 담 올듯ㅜㅜ"
1106,소리풍경,8.0,"명창방 이용했는데, 숙소 홈페이지 사진처럼 깨끗하고 조용합니다. 화장실이 다소 작은편이지만, 한옥숙소 특성이라 생각합니다. 안내 문구에는 빠져있는데 접시나 냄비류도 있습니다.(단, 취사하시기 전에 사장님께 먼저 물어보세요 ㅎ)"
1107,소리풍경,8.0,韓屋マウルの中にある宿です。少し細い道に入りますが、大きめの通りからはすぐです。バス停からは10分くらい歩きます。 宿には中庭があります。2人用のお部屋の中は、6畳くらいの部屋で個別のユニットバス(シャワーのみ)があります。冷房は部屋別であります。飲み物用くらいの小さな冷蔵庫とテレビもあります。布団はダブルでした。 綺麗に掃除してありました。宿で通じるのは韓国語なので、必要なら翻訳アプリなどを利用するといいとおもいます。 宿のおじさんは、とても親切です。観光で場所が分からなかったので、優しく教えてくださいました。 宿の場所は観光しやすい位置にあります。コンビニは3分くらい歩いた大通りにあるので、宿に帰る前に買っておいた方がいいです。 朝ごはんは好みがあるので…ゴマのお粥とトーストが出ました。他の部屋の音はほとんど聞こえなかったです。 快適にすごせました。ありがとうございます。
1108,소리풍경,6.0,民宿主人有介紹附近景點，美食，主動詢問有何需要。民宿就在上梧木台大路附近，週邊有許多食肆，韓服租賃，步往慶基殿祗要5分鐘左右
1109,소리풍경,8.0,
1110,소리풍경,8.0,
1111,소리풍경,6.0,
1112,소리풍경,10.0,
1113,소리풍경,8.0,
1114,전주 마리호텔 공원점,10.0,전주여행 갔는데 좋았어요 저희 아이 동반 가족 여행으로 갔는데 가격도 저렴하고 아침조식에 깨끗한 내부 시설에 만족했습니다 침대가 좁아 저는 바닥에서 자야 했는데 깨끗한 이불주시고 감사했습니다 좀 더 큰 사이즈의 방으로 바꾸려했으나 연휴기간이라 만실이라 못바꿨던거 이해할수 있었습니다 아무쪼록 좋은 기억 담고 올라갈수 있었습니다
1115,전주 마리호텔 공원점,8.0,화장실이 깔끔하고 예뻤어요 침구도 폭신하고 좋습니다 객실에 살짝 오래된 냄새? 에어컨 냄새가 났지만 가성비 대비 감수 하고도 남을 정도 였습니다.
1116,전주 마리호텔 공원점,10.0,덕진공원앞에 편하고 쾌적한호텔입니다. 가벼운 아침도 무료로 제공하구요
