,호텔이름,평점,후기
835,호텔 아마란스,10.0,"가성비 최고. 리모델링한지 얼마 되지않아 깔끔한 인테리어. 조용한 위치. 차로 왠만한 관광지 15분내 이동가능. 대형리조트같은 화려함은 없지만, 깔끔하고 좋았다."
836,호텔 아마란스,10.0,아주 쾌적하고 잘 쉬고 왔어요ㆍ다음에도 또 가고 싶어요
837,호텔 아마란스,10.0,새로이 수리하여 깨끗하고 새 호텔 같아서 너무 좋았어요.
838,호텔 아마란스,8.0,리모델링 되어 있어서 전반적으로 시설은 깔끔하고 좋았으나 방음 시설이 조금은 미비한 듯합니다. 직원분들은 너무 친절하고 좋았습니다
839,호텔 아마란스,8.0,일단 방이 너무 작아서 놀랐어요..시설은 좀 오래됬지만 관리가 잘되고 깔끔했습니다.가족여행하면서 하루쯤 편히 쉬기는 좋은거같아요
840,호텔 아마란스,10.0,모든것이 훌륭했던 후회없는 숙소였습니다.. 가성비가 너무 좋아 다시 방문하고싶은 호텔입니다.
841,호텔 아마란스,10.0,여러번 이용하고 있지만 언제나 만족해요. 다만 구정연휴라 레스토랑에 식사가 안되어 맛있는 조식을 못믹어서 많이 아쉬웠어요.
842,호텔 아마란스,8.0,생각보다 괜찮았어요. 친절하시고.. 1박 하기엔 좋은 것 같습니다
843,호텔 아마란스,8.0,생각보다 넓고 좋았어요. 모텔같은 느낌도 있었지만 편하고 지내고 좋았어요 화장실 문이 따로 없어 좀 놀랐지만 생각보다 지장은 없더라고요 속초 가면 다시 방문하고 싶어요
844,호텔 아마란스,8.0,깨끗합니다. 다만 온돌방이었는데 방이 좁습니다.
845,호텔 아마란스,8.0,생각만큼의깨끗함은유지되어있었지만호텔주의에상권이멀었고바람이많이부는곳이란곳이란점이조금은부족했던것같습니다
846,호텔 아마란스,10.0,가성비 좋았습니다 근처에 척산온천도 있고요
847,호텔 아마란스,10.0,온돌방이였는데 대체적으로 너무깨끗하고 따듯해서 더울정도 였습니다 다음에 또 갈 의향이 있어요 잘놀다 왔어요
848,호텔 아마란스,8.0,주변이 조용하고 주차장도 넓고 직원들이 친절합니다. 건물이 오래되었지만 관리를 잘하시고 계신것 같습니다.
849,호텔 아마란스,4.0,전반적으로 신경을 쓰지 않은 느낌. 침구 정리도 않하고. 바닥이 딱딱하여 요를 부탁했는데 불편에대한 관심과 개선에는 신경 쓰지 않고 부과 요금만 제시. 장사도 좋지만 개선책을 연구해야 할듯. 주위 관광과 식당 등에 대한 구체적 정보도 없었음. 추천할만한 곳이 못됨.
850,호텔 아마란스,8.0,시설이 오래되긴 했지만 굉장히 관리가 잘되고 깨끗했어요. 방도 넓어서 답답하지 않았어요. 특히 조식이 굉장히 잘 나와서 깜짝 놀랐어요. 다 좋은데 한 가지 아쉬운 건 매트리스 스프링이 조금만 움직여도 많이 흔들거려서 잠잘 때 뒤척이는 습관이 있으신 분들은 좋지 않을 듯해요. 시트는 깨끗하고 청결합니다.
851,호텔 아마란스,10.0,오래된 호텔로 시설면에서는 부족하지만 깨끗하고 친철한 직원들 만족스러운 숙박였습니다.
852,호텔 아마란스,10.0,굉장히 오래된 호텔이고 방 들어가보면 완전 한 70~80년대로 돌아간듯한 인테리어인데요. 근데 엄청 깨끗하고 관리가 엄청 잘되었어요~~ 평가글들 보고 간건데 오래된 곳이지만 아주 깔끔하게 잘 관리되어 있었습니다. 시내랑도 가까웠어요~ 화장실 슬리퍼가 235짜리 발에도 딱맞을 정도라 조금만 큰거였으면...
853,호텔 아마란스,4.0,"베스룸의 천장에 물이 새고, 모기까지 많았어요. 프런트 직원의 불친절함과 모든 시스템이 정상운영되는 호텔로 느껴지지가 않았습니다."
854,호텔 아마란스,10.0,연식이오래되서 큰기대없이 방문했는데 광장히관리가잘되어 깜짝놀랐어요. 청결도최상이고 무엇보다 너무조용해요 특히.아침조식은 무조건강추입니다 황태구이.황태해장국..어느전문음식점보다 맛있습니다~^^가성비대비 갑입니다. 무조건강추입니다
855,호텔 아마란스,10.0,"후기 내용처럼 시설은 좀 되었지만, 친절하고 깨끗했습니다."
856,호텔 아마란스,10.0,속초 시내와도 거리가 가까우며 무엇보다 오래된 호텔인데도 불구하고 청결 및 관리상태가 좋았습니다. 특히 방이 넓어 지내기에 불편함이 없어서 좋았습니다. 이정도의 가격에 최고의 호텔이었으며 다음에 다시 방문해도 이곳에서 묵고 싶습니다.
857,호텔 아마란스,10.0,깨끗하고 가격도 저렴 편안하게 잘 쉬다 왔어요
858,호텔 아마란스,10.0,직원분들 너무 친절하셨고 깔끔했습니다. 워낙 평점이 높아서 의심없이 예약했구요 청결도도 좋았습니다. 다만 벽쪽에 머리카락이 보이긴 했는데 청소하실 때 잘 못보셨을수는 있을 것 같아요~ 정리정돈이나 다른 곳 청소는 깔끔했습니다. 특히 아침에 조식 주문했는데 맛있었습니다~ 급하게 예약한 거라 걱정했는데 편안히 잘 쉬다 왔습니다 번창하세요~~
859,호텔 아마란스,6.0,가족과 함께 속초 여행할떄 하룻밤 묵었던 곳이었습니다. 직원분이 친절하게 설명해 주셔서 감사했습니다. 낡은 호텔이었지만 직원분이 친절하셔거 하룻밤 묵는데 어려움은 없었습니다 잠을 잘때 침대매트가 옛날 것이어서 집처럼 편안하지는 않았습니다.
860,호텔 아마란스,10.0,"깨끗하고 주변 환경이 매우 좋아요..전체적으로 시설 및 친절도,객실 청결상태 등 모든게 만족스럽네요.."
861,호텔 아마란스,10.0,저녁 12시 다돼서 입실 했음... 비수기고 늦은 저녁이라 주변이 조용하고 일단 잠 ... 시원한 아침공기 마시며 주변을 둘러보니... 너무 좋음 넓은 방과 함께 깔끔하게 정리정돈 된 방 .. 시내하고 설악산 거리는 차로 엄청 가까우니 진짜 추천합니다.. 조찬은 진짜 맛있게 먹었어요... 속초서 어디kbs 다른 tv프로그램에 나온 음식점에서 먹은것보다 훨씬 맛있어요 가격도 싸고 황태세트인가?11000원 1인분 강추 합니다.. 진짜 맛있음 어정쩡한 가게 들어가서 먹는것보다 훨씬 맛있습니다.. 강추
862,호텔 아마란스,10.0,침대도 좋고 편안한 휴식처입니다.
863,호텔 아마란스,6.0,"주변소음은없고ᆢ객실환기필요,침구재사용 안했으면 좋겠고(씨트카바 만 교체한걸로ᆢ바닥장판 불결(때 절음)실내화 를 신고 있어도 왠지 ᆢ맨발론 절대싫음"
864,호텔 아마란스,10.0,"성인2, 어린이1 온돌 1박 숙박했습니다 직원분들 친절하시고 침구 및 방, 욕실 모두 청결해서 잘 쉬었습니다 특히 설악산과 급접해 편히 이용했습니다"
865,호텔 아마란스,10.0,"소문대로 가성비 갑이었습니다. 관리도 절 되어 있고, 특히 욕실 겸 화장실이 아주 청결했습니다. 다만 하나 아쉬움이 있다면 주변에 편의점이 없고, 호텔 내 매점에도 물품이 조금 부족한 느낌이었습니다. 그 외엔 모두 만족합니다. 다음에 다시 방문하고 싶습니다."
866,호텔 아마란스,10.0,편한하고 깨끗하고 휴식하기 참 좋은곳이예요^^
867,호텔 아마란스,10.0,아주 친절하고 젛은 호텧. 좀 낡은 느낌만 살짝 아쉬움
868,호텔 아마란스,8.0,"이전 후기에서 많이 언급된데로, 인테리어가 오래되고 낡은 호텔임에도 불구하고 아주 깨끗하고 청결하게 잘 관리되어있습니다. 침대방임에도 바닥이 온돌인데다 배드에 온수매트까지 깔려있어서 아주 따뜻했어요. 욕실도 청결하고 필요한 물품들이 잘 준비되어있었습니다. 현관에서 욕실과 객실의 도어가 각각 있어 분리가 되어있는데 욕실과 객실, 현관 모두 크기가 충분해서 편안했습니다. 욕조가 있을 정도로 욕실 크기가 작지 않았고, 객실은 화장대, 작은 테이블, 침대사이에 공간이 충분해서 지나다니기에 전혀 좁지 않았습니다. 생수 2병이 무료로 제공되었고, 위치가 주변에 편의점등이 있을만한 곳이 아니어서, 호텔측에서 작은 매점을 운영하고 있어 간단하게 맥주, 과자등을 살수 있었습니다. 저렴한 가격에 깨끗하고 편안하게 잘 머물렀습니다. 감사합니다."
869,호텔 아마란스,10.0,
870,호텔 아마란스,10.0,조용한 곳에 위치한 호텔 시설이 잘 관리되어 있음 친절한 스텝 재방문 의사 있음 ^^
871,호텔 아마란스,8.0,가격대비 무난 한듯 시설은 좀 됐으나 관리를 나름 한편임
872,호텔 아마란스,8.0,오래된 시설이지만 관리가 잘 되어 있어 청결 부분에서 거슬리는 부분은 없었어요. 다만 연박을 할때는 주요 관광지와 쫌 떨어져 있어서 중간에 쉬려 들어오기가 불편해요. 설악산 코스 예정이거나 1박 예정엔 추천합니다. 직원 분들도 적당히 친절하시고 커피 맛이 좋아요.^^ 여기 묵으시면 온천코스 꼭 일정에 넣으시길.
873,호텔 아마란스,10.0,"다시 가고 싶어요~온돌, 넓고 안락함."
874,호텔 아마란스,6.0,중앙난방 곤란했다. 오래된 건물이지만 관리상태는 양호한 편이었고 청소상태 그럭저럭 쓸만했다.
875,호텔 아마란스,8.0,전반적으로 나쁘진않았음.
876,호텔 아마란스,10.0,객실 깔끔하고 공간도 넉넉한 편이라 편하게 하루 보내고 왔습니다. 다음에 다시 방문할만한 숙소였어요.
877,호텔 아마란스,8.0,시설은 낡았지만 직원분들이 아주 친절하고 룸서비스 음식들도 맛있고 저렴해요. 가성비를 따지신다면 추천합니다.
878,호텔 아마란스,4.0,친절하고 깔끔했지만 침대가 너무 안좋아요 스프링 넘안좋고 딱딱해서 허리가 아팠어요 침대가 보통수준만 되도 좋 았을거 같은데 아쉽네요
879,호텔 아마란스,8.0,설악워터피아와 가까운 깔끔한 호텔 설악워터피아와 가까운 깔끔한 호텔설악워터피아와 가까운 깔끔한 호텔설악워터피아와 가까운 깔끔한 호텔
880,호텔 아마란스,6.0,숙박은 나쁘지않았으나 당일 도착하니 호텔 앞 전광판에 주말당일숙박5만원이라고 홍보하고있어서 온라인으로 예약하고 가는게 더 비싸서 속은 느낌이었다
881,호텔 아마란스,10.0,담날 일찍 일어나서 설악산 단풍구경갈려고 했는데... 올드한 느낌과 인테리어는 숙소의 세월과 정취를 느끼게 해줌 엔틱 좋아하면 괜춘함
882,호텔 아마란스,8.0,"vgood hotel~most comfort hotel. near mountain...near city,sea..."
883,호텔 아마란스,6.0,그냥 가격대비 그저그런 수준의 호텔인거 같아요. 욕실이 지저분했어요 호텔 위치도 별로입니다.
884,호텔 아마란스,10.0,직원분 친절하고 객실 깔끔하고 이것만으로 충분한듯
885,현대 수 리조트 속초,6.0,가격이 저렴한대신 시설이 오래되었죠. 마운틴 뷰로 울산바위가 보여서 좋았어요
886,현대 수 리조트 속초,4.0,조금 오래된 리조트 최성수기에 속초출장 숙박은 해결했는데 방2개 각실에 침대는 있는데 냉방은 거실에 하나 그런데로 잘만 했음
887,현대 수 리조트 속초,4.0,성수기에 방이 없어서 갔는데 오래되었어요
888,현대 수 리조트 속초,8.0,조금 오래된 건물이나 직원 서비스가 좋았슴
889,현대 수 리조트 속초,4.0,모기 등 해충방재 필요
890,현대 수 리조트 속초,2.0,시설이 너무 오래되어 들어가는순간부터 기분이 별로 안좋았습니다. 모기도 너무많구요 벽지가 모기를 잡은 흔적들이 가득했습니다.다찢어진 소파에 .. 많이 실망했습니다
891,현대 수 리조트 속초,8.0,아주 만족 했습니다. 잘 있다가 갑니다.
892,현대 수 리조트 속초,2.0,"주방 싱크대 상태가 전혀 청소가 되어있지 않고, 칼 청소 상태, 욕실 환풍기 등등 청소상태가 너무 엉망입니다."
893,현대 수 리조트 속초,4.0,확실히 룸에서 쾌적하지 않은 습한 냄새가 나서 ㅠㅠ 룸상태는 깔끔한데 정작 깨끗하단 느낌은 받지 못했어요. 방도 따로 있고 나름 신식이라는 점에서 가성비는 괜찮은거같어요! 다시 가고싶냐하면 그건 노에요.
894,현대 수 리조트 속초,6.0,가족여행으로는 추천할 수가 없고 단체 모임시 저렴하고 저녁에 술한잔하며 하룻밤 묵기에는 좋을듯 합니다 리모델링이 필요합니다
895,현대 수 리조트 속초,4.0,숙소가 너무 옛날 스타일입니다 특히 화장실이 상태가'안좋습니다(곰팡이 / 욕조상태 불량)
896,현대 수 리조트 속초,8.0,방도 크고 오래된 건물이지만 나름 쾌적하고 좋았습니다. 무엇보다 설악산의 풍경이 보이는 뷰...최고... 오래된 싱크대 와 소파 뺴곤요...^^ 하지만 깔끔하다는거...
897,현대 수 리조트 속초,6.0,직원들 로봇같음. 정말 직원들 응대 생각하면 다시 가고싶지 않음
898,현대 수 리조트 속초,6.0,너무 오래된 리조트인데 리모델링은 전혀 안한것 같고 급하게 구한 숙소라 그럭저럭 사용함 쇼파는 다 찢어지고 냉장고는 때가 한가득~
899,현대 수 리조트 속초,8.0,전체적인 시설이 낙후되었지만 가격대비 굿입니다
900,현대 수 리조트 속초,6.0,"보통입니다. 하지만, 가격에 딱 맞는 서비스였습니다."
901,현대 수 리조트 속초,6.0,80년도 급의 올드한 인테리어임. 그치만 객실은 넓고 침대도 2개 여서 좋앗습니다
902,현대 수 리조트 속초,4.0,
903,현대 수 리조트 속초,4.0,객실에 있는 시설들이 너무 노후화 되어있어 쓰기 불편함
904,현대 수 리조트 속초,4.0,시설이 오래되어서 낡고 허접함. 룸은 춥고 이불도 없고 불편했음 숙박 요금에 비하면 만족하나 다시는 이용 하지 않을생각임
905,현대 수 리조트 속초,10.0,저렴하게 잘 이용하였습니다. 가성비가 좋은 숙소입니다.
906,현대 수 리조트 속초,8.0,가성비로 방문하는 콘도입니다 큰 기대는 안하셔도 중간은 가는것 같습니다
907,현대 수 리조트 속초,6.0,보통입니다 시설이너무낡아서보수가필요합니다
908,현대 수 리조트 속초,8.0,좋아요
909,현대 수 리조트 속초,2.0,난방도 안되고 변기 고장났는데 수리도 안해주고 별로 입니다.
910,현대 수 리조트 속초,6.0,"솔직히 조금 투자를 해서 리모델링을 하시는게 도움이 되실 것 같아요. 직원 분들 친절하시고, 숙박 전 예약 상태 체크 등을 잘 해주셔서 만족합니다. 너무 오래된 건물과 시설만 아닌면 위치도 좋고 규모도 좋다고 생각합니다."
911,현대 수 리조트 속초,8.0,급하게 잡힌 여행으로 숙소잡기가 어려웠는데 호텔스닷컴으로 저렴하게 숙소 예약한거같습니다. 비록 깨끗하지는 않으나 가성비 좋은 숙소였습니다.
912,현대 수 리조트 속초,6.0,시설이 너무 낡고 주방청결이 너무 안좋았습니다 식탁 식탁의자도 금방이라도 부러질것 같았고 ㅡ 난방은 괜찮았 습니다 온수도 그런대로 잘 나오고 수압도 괜찮았습니다
913,현대 수 리조트 속초,8.0,좀 된 건물이라 창가는 좀 추었지만 난방도 잘되고 편안하게 잘 쉬었습니다. 편의시설도 마련되어 있고 (마트 스포츠 시설) 좋아습니다.
914,현대 수 리조트 속초,8.0,오래되어 조금 낡은 것 빼고는 전체적으로 저렴한 가격에 편히 쉴 수 있어서 좋았습니다.
915,현대 수 리조트 속초,6.0,시설이 오래되어서 그런지 실망했어요. 직원들은 친절하답니다.가족과 함께하기는 조금 그래요.
916,현대 수 리조트 속초,4.0,침대쿠션도 별로고 집기들도 별로고 숙소 벽지상태도 별로고 벽에 모기잡은 자국도 별로고 난방도 별로고 우풍장난아니고 다별로임
917,현대 수 리조트 속초,2.0,가족여행으로 갔는데 방인 너무 좁아서 불편했어요
918,현대 수 리조트 속초,6.0,"시설은 낡았으나 볼링장,오락실,당구장,탁구장,사격장 등등 놀거리가 많고 가성비에서는 좋았습니다"
919,현대 수 리조트 속초,4.0,방 보일러 상태가 안좋았어요. 너무 추웠고 보일러 틀어준다고 직원이 왔다갔다 했는데 결국 추위에 떨어 잤어요. 어린아이가 심한 감기에 걸려 좋은 상태가 아닙니다.
920,현대 수 리조트 속초,2.0,"치솔 샴푸 등 전혀 지원없습니다. 무엇보다, 체크인 하면서 오후 2시 이후부터 선착순으로 객실을 배정한다는데 손님의 의사는 전혀 묻지않습니다. 전체 객실의 현황을 안내하고 남은 객실중에 손님이 선택하도록 해야 맞다고 생각햇는데 , (층별 객실이 남아잇는데도) 직원은 조망도 햇빛도 전혀 없는 방을 배정하면서 설명 한마디 없고,선착순 배정이라는 말만 반복하여 몹시 불쾌햇 습니다."
921,현대 수 리조트 속초,8.0,숙소에 비치된 소품들이 깨끗하고 세면실도 청결했습니다. 같이 동행한 분들도 만족하다고 하고 주위의 단풍도 너무 아름다워 더한층 즐거운 여행이었습니다.
922,현대 수 리조트 속초,8.0,너무 오래된 숙소라 낡은것도 많았고 화장실 물 내리면 계속 내려갔습니다. 수리가 필요한듯 합니다. 난방이 너무 잘 되서 피로를 푸는데 아주 좋았고 가족 단위로 여행 하기엔 좋았습니다.
923,현대 수 리조트 속초,8.0,"다른곳은 대개 방이 1개여서 불편한데, 이곳은 방이 2개라서 편합니다"
924,현대 수 리조트 속초,2.0,진짜 최악 2박을 예약했는데처음엔 B동 진짜 벌레 기어나오고 바닥은 언제 청소했는지 먼지가 산더미에 진짜 10년은 관리 안한거같은방 이불은 눅눅해서 덥기도 싫고 벽지에 오염 몰딩은 다깨지고 바닥제도 드릅기가..주방도 어이없음 전반적으로 미친곳같아서 바로 프론트에 항의했음 방빼주던가 사람차별하냐고 여기나온 사진하고 다름 완전 달라서 항의했더니 만실이라 바꿔줄수없다 돈돌려달라 안잔다 구랬더니 입실체크해서 안됀다 불친절...짜증...같은돈내고 A동에 들어간사람하고 차별대우인지 이해가 안갔어요 진짜 잠을 앉아서 30분잤나 도저히 잘수없는방...바닥을 딛기도 시름..다음날 방바꿔달라고 또항의했죠 기다리라 기다리라 짜증..몇번울 찾아가서 겨우 A동에 왔는데 사진에 나와있늠데하고 비슷함 그래도 너무 허름하고 최악 잠을 잘수없을정도의 침대 바닥 그래도 B동보단 나아요 가시믄 분들운 반드시 A동으로 받으세요 저는 다시는 여기 안갑니다 드릅고 시끄럽고 곰팡이 냄새나고 불친절하고 다썩어가는 방들 진짜 최악!!!!!
925,현대 수 리조트 속초,2.0,시설이 너무 낡고 벽지도 더럽고 이불도 더러워서 놀랬어요 ㅜㅜ 이름만 보고 게스트하우스보단 관리가 잘되었겠다 생각해서 갔는데 차라리 게스트하우스 갈걸
926,현대 수 리조트 속초,4.0,오래된곳인걸 감안해도 너무 방치해놨다. 이 가격주고 다시는 않갈곳
927,현대 수 리조트 속초,4.0,"전반적으로 시설 노후화 및 관리 직원들의 자세나 서비스 마인드 부족 불친절 응대, 사용자 입장 보다는 관리자의 입장에서 대답 약속시간 불이행 (익일 6시에 수건 전달해 준다고 하였으나 6시부터 전화해도 받지 않음. 8시가 넘어서 방에 전달. 방에 습기가 많이 차서 눅눅함 등)"
928,현대 수 리조트 속초,4.0,
929,현대 수 리조트 속초,8.0,잠만 자는 콘도로 가성비가 좋습니다 그 이외에는 아무것도 기대하지 마세요 ㅎㅎ
930,현대 수 리조트 속초,6.0,가격만 보시고 잠만 자는걸루. ..
931,현대 수 리조트 속초,4.0,"에어컨 제대로 안나와서 얘기했더니 선풍기 하나 갔다주고, 시설은 너무 노후되었음. 바퀴벌레까지 나왔음."
932,현대 수 리조트 속초,4.0,"극성수기에 이용했지만 예약한 금액으로는 이정도 시설이면 꽤 괜찮게 이용한것 같다고 생각합니다. 4인기준으로 방 두개에 불편하지 않게 사용했습니다. 오래된 건물이였지만 외관에 비해서 내부는 더 오래된 숙박시설이였습니다. 리모델링 된 객실도 있다고 했는데 리모델링 안된곳은 정말 오래된 숙박시설이였어요. 리조트, 콘도라는 생각으로 이용하기 보다는 가격대비 좋은 민박집 정도로 생각하고 가시는게 좋을 것 같습니다. 주차공간도 굉장히 불편했습니다. 저녁에 들어오면 주차공간이 없고 주차 도와주시는 분들께서도 자리가 없는데 어떻게 하냐 했더니 어쩔 수 없으니까 일단 차 빼라고 하시고 그럼 주차를 어디다가 하냐고 했더니 주차공간 없다 일단 돌아서 내려가라고 너무 터무니없이 얘기하시니까 할말이 없더라구요. 들어가는 입구 초입에 차가 왜이렇게 많은가 했더니 언덕을 한참 내려가서 주차를 하고 걸어 올라와야 합니다. 주차 공간이 적은건 어쩔 수 없다지만 대책도 없고 관광지도 아니고 객실 이용하는 손님이 주차공간이 없는데 불친절하신 모습이 이해가 안갔습니다. 성수기때는 워낙 숙박시설도 부족하고 비싼 곳이 많아서 고민되시는분들은 이용해보시면 좋겠지만 그렇지 않고서는 여기 안올것 같아요 왜 후기가 없는지 알겠습니다."
933,현대 수 리조트 속초,2.0,모든 틈새 구석구석 곰팡이 서려있고 곰팡이 냄새가 진동 직원호출후 문제점 말했으나 직원들이 문제의 대안이 딱히 없다고 함. 그럴 결제권도 없다고함. 여러 곳을 여행하고 숙박을 해보지만 이런 숙박업소는 처음 겪음. 속초시 위생과에 신고할까 지금 고민중. 정말 쌍욕이 나옴. 예약대행사이트는 싸고 많은 숙박업소를 확보하는것도 좋은겠지만 등록된 업소의 정확한정보를 파악해 줬으면 함. 그리고 그 지하창고 보다 못한 방을 21만원의 금액이라....
934,현대 수 리조트 속초,6.0,오래된 시설이라 평가가 의미없음 차후 리모델링을 통해 시설을 좀 보와한다면 다시 찾고싶은 시설이 될 것 같습니다.
935,더하우스 호스텔,10.0,"Everything is well organized and thoughtfully prepared for good stay. We were provided a fresh bed sheet sets and towels. The owner is extremely nice and helpful. The bathroom is quite large. There is a little refrigerator in the room. Unfortunately there was only a double size bed instead of queen size. It was rather small for me and my wife to rest comfortably, and I couldn't get a good sleep. There is a air-conditioner in the room. Location is very good. There are plenty of parking spaces at the rear of the house. I will definitely come back to this place. Thank you for your wonderful hospitality."
936,더하우스 호스텔,10.0,늦게 도착하였으나 직원분이 친절하게 숙소안내 및 주위 식당 정보를 알려주었습니다. 특히 주차장이 있어 무척이나 편리 했습니다.
937,더하우스 호스텔,10.0,"걸어서 동명항이나 갯배 스트리트, 중앙시장 갈 수 있는 최적의 위치. 무엇보다 주차장이 대형 호텔급. 대단히 친절함. 특히 로비의 라운지는 저녁에 동행끼리의 와인이나 맥주로 담소를 나눌수 있어최적. 간단한 아침식사도 제공해서 편리함"
938,더하우스 호스텔,10.0,깨끗하고 친절한 써비스 감사 드립니다
939,더하우스 호스텔,8.0,"숙박시설 깨끗합니다. 침대는 편안하지는 않았고, 방은 좁습니다. 사장님 친절하시고, 속초 시내에 위치해 있어서 주변 여행하기에 좋습니다."
940,더하우스 호스텔,10.0,"숙박시설이 깨끗하고 정갈하며, 사장님이 친절하고 자상하여 모든 여행객들이 편안하게 쉴수있는 곳이라 생각됩니다. 특히 아침식사를 간편식으로 제공하므로 시간이 절약되고 오전계획을 여유롭게 진행할 수 있어 많이 도움이 되었습니다. 사장님께 사의를 표합니다."
941,더하우스 호스텔,10.0,"친절하신 사장님, 안락한 방, 저렴한 비용 만족스럽게 편히 있다갑니다!"
942,더하우스 호스텔,8.0,다 좋은데요 화장실 휴지좀 ㅠㅠ좀 좋은거로 바꿔줘요 ㅋㅋㅋㅋ 헐겠어요
943,더하우스 호스텔,8.0,만족합니다 가성비가높은 그리고 도심이 가까운 편리함.
944,더하우스 호스텔,8.0,"위치도 훌륭하고, 사장님도 정말 친절하셔요. 주위 설명도 자세히 해주셔서 좋았어요. 베게커버랑, 패드, 홑이불 따로 주셔서 맘 편히 잤어요. 숙박업소 가면 침구가 좀 찜찜할때가 있긴 하잖아요. 베게커버 직접 씌어쓰고, 홑이불 안에 덮어서 좋았어요. 입구 분위기도 예쁘고, 아침에 직접 토스트 만들어 먹고 설겆이 하는 것도 맘에 들어요. 원래 주말 아침엔 커피에 토스트 한조각 먹었던 터라 비싼 호텔 조식보다 훨씬 좋았어요. 욕실도 깔끔해서 좋았고, 룸도 꼭 필요한 거만 있어서 좋구요. 뒤쪽 주차장도 넓직해요. 단, 흠이라면 밤에 사람소리는 안들리는데 에어컨 실외기 소리, 냉장고 모터 소리가 들려요. 우리방은 다 끄고 잔거라 다른 방 실외기랑, 냉장고 소리 같았어요. 그거 빼건 훌륭한 숙소입니다. 너무 예뻐요."
945,더하우스 호스텔,10.0,"매우 깨끗합니다 베개시트 침대시트 이불시트 매번 새로 교체, 터미널과 가깝고 바로앞항구 편의점 저렴한 포차들 저렴합니다! 부엌과 이어진 야외테라스도 좋아요"
946,더하우스 호스텔,8.0,해파랑길 걸으러갔어요. 시작지점과 매우 가깝고 시외버스터미널과도 가까워요. 늦게 도착했는데도 기다려주셔서 감사했어요!! 방도 깔끔 했어요. 또 갈겁니다!
947,더하우스 호스텔,10.0,주인 분들이 친절하시고 위치가 아주 좋습니다. 조용하고 깨끗합니다. 속초에 다시 와도 이 곳에 묵고 싶습니다.
948,더하우스 호스텔,10.0,"일단 호스트 분이 진짜 엄청 친절하셔서 좋았고, 방 자체도 생각보다 넓었구요 tv까지 있어서 더 좋았어요~ 화장실도 컸고 방향제향이 좋았습니다 위치도 시외버스터미널 걸어서 10분거리, 주변 관광지도 다 걸어다닐만한 위치였어요 다음에 근처 갈 일 있으면 또 묵고 싶습니다:)"
949,더하우스 호스텔,10.0,친절하시고 내집같이 편안했읍니다
950,더하우스 호스텔,10.0,설악현대주민인데 친구가 와서 처음 이용했는데 만족도 최고입니다 앞으로도 계속 이용예정입니다
951,더하우스 호스텔,10.0,주인분께서 도착하자마자 숙소 소개와 주변 관광할 곳등 친절히 설명해주셨어요. 싱글룸 예약했는데 더블룸으로 주셔서 감사했습니다. 룸컨디션도 괜찮았습니다. 아침도 시리얼과 토스트로 간단하게 먹고 나올 수 있었습니다. 외국인여행객들이 많은 것 같았습니다. 편안한 분위기의 게스트 하우스입니다. 시외버스터미널과 중앙시장도 걸어서 다녀올 수 있을만큼 좋은 위치입니다. 나중에 또 머물고 싶은 곳입니다.
952,더하우스 호스텔,10.0,"더블룸으로 예약했는데 룸과 화장실 모두 깨끗했어요. 방은 좀 좁은 편이었고, 화장실은 좀 넓은 편입니다. 주차장도 아주 넓습니다. 사장님이 엄청 친절하셔요~^^ 호스텔의 전반적인 느낌은 꽤나 이국적이었어요. 따뜻한 느낌 굿! 조식 먹는 공간과 테라스도 너무 예뻤고, 쾌적했어요. 조식은 토스트, 시리얼, 음료 정도 준비되었고, 가족단위 손님들도 많았어요. 버스터미널과 동명항, 중앙시장 등 관광지와도 근접성이 좋아서 다 걸어다닐 수 있어서 좋았어요. 잘 머물다 갑니다!"
953,더하우스 호스텔,2.0,오래된 건물이라 냄새가나고 개인적으로 시끄러울까봐 그중 가격주고 남편하고 둘만지낼수 있는 룸으로했는데 방에 티슈하나없고 냉장고에 개인적으로 비취되어있는 물도 없고 아주불편 느꼈어요
954,더하우스 호스텔,8.0,주인이 굉장히 친절합니다
955,더하우스 호스텔,10.0,사장님이 굉장히 친절하시고 주변에 이동이 편해요~
956,더하우스 호스텔,8.0,아기자기하게 머물만 합니다. 외국 친구들이 많습니다.
957,더하우스 호스텔,10.0,사장님도 무척 친절하시고 건물은 오래되어서 약간 냄새는 나지만 부분적으로 리모델링하였으며 분위기도 좋아습니다. 아침 모닝토스트도 맛있었습니다
958,더하우스 호스텔,10.0,"지난 금요일(2일)에 1박2일 보냈는데, 시외버스터미널에서도 가깝고 편의점, 식당, 바다등 모든곳과 거리도 상당히 가까운 편이었습니다. 그리고 무엇보다 사장님께서 너무 친절하셨어요. 저희가 늦게 도착했는데, 하나하나 친철하게 설명해주시고, 저희가 쓰기 편한방으로 안내해주셔서 너무 마음에 들었어요. 시설도 관리가 잘되있고 따뜻한 물도 잘나오고 침구류도 관리가 매우 잘되어 있었어요. 그리고 수건도 잘 관리되어 있어서 뽀송뽀송하고 너무 좋았습니다. 준비해주시는 조식도 너무 맛있어서 토스트를 많이 먹었다는건 안비밀..^^; 같이 간 지인언니도 너무 마음에 들어해서 좋았어요. 다음에도 속초에 가게된다면 꼭! 여기로 가려구요. 엄마 모시고 조만간 가려고 하는데~ 그때도 꼭 갈려구요!!"
